HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards
Bastia,Bordeaux,1,0,H,0,0,D,8,6,4,2,18,13,7,6,1,1,0,0
Guingamp,Reims,1,2,A,1,1,D,8,6,2,4,21,26,4,0,2,4,1,1
Lille,St Etienne,1,0,H,0,0,D,13,9,5,0,12,26,6,4,2,2,0,0
Monaco,Caen,1,1,D,0,0,D,10,8,4,3,9,14,4,4,0,2,0,0
Montpellier,Ajaccio GFCO,0,2,A,0,1,A,16,6,6,3,7,13,9,0,1,4,0,0
Troyes,Toulouse,0,3,A,0,1,A,18,11,7,8,11,15,10,6,0,1,1,1
Rennes,Marseille,0,1,A,0,1,A,10,11,1,5,17,11,5,3,4,2,0,0
Nice,Paris SG,0,3,A,0,2,A,7,15,2,6,9,12,3,2,0,2,1,0
Ajaccio GFCO,Nantes,1,1,D,0,0,D,25,12,6,3,11,19,5,2,2,2,0,0
Bastia,Monaco,1,2,A,0,0,D,5,7,2,2,13,13,2,3,3,1,0,0
Caen,Lille,1,2,A,0,1,A,15,12,5,5,16,14,14,2,2,3,0,0
Lyon,Angers,0,2,A,0,1,A,13,9,1,6,15,7,7,1,3,1,0,0
Reims,Troyes,1,1,D,1,0,H,11,14,3,4,8,12,7,2,1,1,0,0
Toulouse,Lorient,2,3,A,1,0,H,20,5,3,4,15,17,10,2,1,2,0,0
Bordeaux,Guingamp,1,0,H,0,0,D,13,8,4,2,10,17,4,2,1,2,0,0
Marseille,Montpellier,2,2,D,0,1,A,14,6,8,2,10,12,6,3,2,1,0,0
St Etienne,Rennes,1,1,D,0,1,A,14,5,4,3,15,10,12,3,2,3,0,0
Rennes,Caen,1,1,D,0,0,D,22,12,8,3,7,9,12,7,1,0,0,1
Lille,Lorient,3,0,H,1,0,H,16,11,7,3,13,10,3,6,2,2,0,0
Montpellier,Guingamp,2,1,H,0,1,A,10,9,6,4,13,20,1,5,3,2,0,1
Nantes,Toulouse,1,1,D,0,0,D,15,5,2,3,18,15,4,1,4,4,0,1
Reims,Nice,1,1,D,0,1,A,17,7,7,3,12,13,3,2,2,2,1,0
Troyes,Bastia,1,1,D,0,1,A,17,11,4,3,11,21,10,5,2,4,0,0
Angers,Bordeaux,1,1,D,0,1,A,7,3,3,2,13,9,5,4,1,2,0,0
Marseille,Ajaccio GFCO,1,1,D,1,1,D,9,9,3,2,12,24,2,3,2,4,1,0
Monaco,St Etienne,1,0,H,0,0,D,10,5,4,0,20,17,10,5,3,2,0,1
Paris SG,Lyon,5,1,H,2,1,H,11,9,8,3,16,9,6,1,2,1,0,0
Nice,Montpellier,1,0,H,1,0,H,9,10,4,6,18,15,9,8,2,2,0,0
Bastia,Reims,2,0,H,1,0,H,7,11,2,2,18,7,4,5,3,1,0,0
Caen,Paris SG,0,3,A,0,2,A,8,18,1,10,9,11,7,7,3,2,0,0
Guingamp,Rennes,0,2,A,0,0,D,13,9,4,5,11,11,10,3,1,2,0,0
Lorient,Nantes,0,0,D,0,0,D,18,13,2,6,6,17,9,7,0,3,0,0
Toulouse,Lille,1,1,D,1,0,H,7,24,4,6,18,11,2,8,2,1,1,0
Troyes,Monaco,0,0,D,0,0,D,11,16,2,5,6,17,6,15,2,3,1,0
Ajaccio GFCO,Lyon,2,1,H,1,0,H,12,9,8,2,21,12,5,2,3,1,0,0
Bordeaux,Marseille,1,1,D,0,0,D,11,7,3,4,13,14,3,6,3,3,0,0
St Etienne,Angers,1,0,H,0,0,D,15,11,1,2,9,16,9,5,3,3,0,0
Paris SG,Bastia,2,0,H,2,0,H,14,5,3,0,10,18,8,0,1,3,0,0
Angers,Caen,2,0,H,1,0,H,13,15,5,3,6,8,7,8,0,2,0,0
Lyon,Troyes,4,1,H,1,0,H,22,9,8,3,16,20,4,1,1,1,0,0
Monaco,Ajaccio GFCO,2,2,D,0,2,A,11,10,4,2,16,21,6,1,2,3,0,0
Montpellier,Bordeaux,0,1,A,0,1,A,12,13,4,3,13,11,8,5,2,1,0,0
Reims,Toulouse,1,3,A,1,0,H,8,8,3,3,18,15,2,1,2,4,1,0
Rennes,Lorient,2,2,D,2,2,D,12,6,4,2,8,11,5,3,0,1,0,0
Lille,Nice,1,1,D,1,1,D,10,9,3,3,20,21,2,6,3,3,0,0
Marseille,Guingamp,0,0,D,0,0,D,15,7,3,1,18,15,8,0,2,1,0,0
Nantes,St Etienne,2,1,H,1,1,D,18,10,6,2,18,14,6,6,1,3,0,0
Nice,Angers,2,1,H,0,1,A,11,9,5,4,9,17,6,3,2,3,0,0
Ajaccio GFCO,Reims,2,2,D,1,2,A,18,10,4,6,13,8,4,2,2,0,0,0
Bastia,Montpellier,1,0,H,0,0,D,2,7,1,1,21,11,1,5,3,1,1,1
Bordeaux,Lille,1,0,H,0,0,D,14,10,3,7,17,17,8,1,2,1,0,0
Guingamp,Nantes,2,2,D,2,0,H,8,8,4,1,10,14,7,7,4,1,1,0
Toulouse,Paris SG,0,1,A,0,0,D,9,12,3,4,9,9,2,7,1,0,0,0
Troyes,Rennes,2,4,A,2,3,A,12,19,5,13,7,7,8,7,3,1,0,0
Caen,Marseille,1,3,A,0,1,A,7,15,3,9,16,12,0,4,2,1,0,0
Lorient,Monaco,0,2,A,0,0,D,8,6,2,4,14,12,3,5,2,1,0,0
St Etienne,Lyon,1,0,H,0,0,D,9,18,2,5,25,13,2,8,3,1,0,0
Rennes,Ajaccio GFCO,1,0,H,0,0,D,10,8,3,2,9,15,8,2,3,3,0,0
Guingamp,Bastia,1,0,H,0,0,D,16,4,3,1,6,17,5,0,1,1,0,2
Lille,Troyes,1,3,A,1,0,H,20,7,5,4,11,5,9,3,2,1,0,0
Montpellier,Caen,1,2,A,1,1,D,15,10,2,4,7,12,5,4,2,1,0,0
Nantes,Bordeaux,2,2,D,2,0,H,8,8,2,5,17,12,4,3,2,4,0,0
Nice,Lorient,2,1,H,2,1,H,8,12,2,4,17,15,4,3,1,2,0,0
Paris SG,Angers,5,1,H,2,0,H,16,11,10,4,8,11,3,1,0,1,0,0
Lyon,Marseille,1,1,D,0,0,D,22,7,9,4,17,20,8,2,2,2,0,0
Monaco,Toulouse,4,0,H,2,0,H,14,9,5,3,21,16,6,3,4,1,0,0
Reims,St Etienne,1,1,D,0,0,D,12,5,3,1,16,18,5,1,2,2,0,0
Marseille,Lille,1,1,D,0,0,D,16,12,3,4,12,21,7,1,1,1,1,0
Ajaccio GFCO,Montpellier,0,4,A,0,2,A,16,8,3,4,14,10,5,4,3,3,0,0
Angers,Monaco,3,0,H,2,0,H,19,9,10,4,16,10,5,5,2,3,0,0
Bastia,Lyon,1,0,H,0,0,D,7,9,3,2,13,18,1,6,3,2,1,0
Lorient,Reims,2,0,H,1,0,H,8,12,4,3,15,14,6,6,3,2,0,0
Toulouse,Guingamp,1,2,A,0,1,A,14,7,6,3,17,18,6,5,1,4,1,0
Troyes,Nantes,0,1,A,0,1,A,13,10,5,3,12,16,6,4,1,3,0,0
Bordeaux,Rennes,4,0,H,1,0,H,21,8,7,3,8,11,3,5,2,1,0,0
Caen,Nice,2,0,H,2,0,H,9,15,5,6,12,14,3,15,1,2,0,0
St Etienne,Paris SG,0,2,A,0,0,D,12,12,3,5,23,11,7,6,4,2,0,0
Monaco,Bastia,2,0,H,1,0,H,8,11,4,3,12,10,4,1,2,1,0,0
Montpellier,Marseille,0,1,A,0,0,D,11,4,3,1,18,13,6,5,2,3,0,1
Guingamp,Troyes,4,0,H,1,0,H,12,15,5,4,11,12,3,8,1,3,0,0
Lille,Caen,1,0,H,0,0,D,12,10,6,2,18,15,9,4,0,1,0,1
Lyon,Bordeaux,3,0,H,1,0,H,17,12,5,4,9,12,3,8,2,4,0,0
Nantes,Ajaccio GFCO,3,1,H,2,1,H,16,4,8,2,16,18,4,1,1,1,0,1
Nice,Toulouse,1,0,H,0,0,D,10,7,2,1,10,9,7,4,1,1,0,0
Paris SG,Lorient,3,1,H,1,1,D,16,11,7,4,9,11,4,8,1,1,0,0
Reims,Angers,2,1,H,1,1,D,13,11,4,5,10,15,8,5,0,3,0,1
Rennes,St Etienne,0,1,A,0,0,D,5,13,0,4,9,16,4,8,2,2,0,0
Ajaccio GFCO,Guingamp,0,0,D,0,0,D,17,3,2,0,14,8,4,2,1,0,0,1
Angers,Lyon,0,3,A,0,1,A,5,8,0,3,9,16,2,6,1,2,1,0
Bastia,Troyes,2,0,H,1,0,H,11,11,5,1,8,12,8,6,0,2,1,2
Caen,Reims,0,2,A,0,1,A,12,12,4,5,13,13,6,2,3,2,0,0
Lorient,Montpellier,1,1,D,0,1,A,6,11,4,5,10,8,7,1,1,1,1,0
Monaco,Nice,1,0,H,0,0,D,8,12,4,3,14,14,5,7,4,6,1,0
Toulouse,Nantes,0,0,D,0,0,D,9,15,2,7,15,21,5,7,2,4,0,0
Bordeaux,St Etienne,1,4,A,1,2,A,10,14,3,8,19,19,3,4,4,1,1,0
Lille,Rennes,1,1,D,1,0,H,17,10,6,3,12,12,4,4,1,4,1,0
Marseille,Paris SG,1,2,A,1,1,D,18,11,7,3,7,10,6,2,0,1,0,0
Rennes,Angers,1,0,H,0,0,D,10,9,2,0,10,18,7,3,0,1,0,0
Ajaccio GFCO,Troyes,2,3,A,1,3,A,18,6,6,3,17,10,11,1,2,3,0,0
Guingamp,Bordeaux,2,4,A,1,2,A,10,13,2,7,18,9,5,4,1,0,0,0
Montpellier,Toulouse,2,0,H,1,0,H,7,9,2,3,14,13,4,4,0,2,0,0
Nantes,Lorient,2,1,H,2,0,H,9,4,2,1,18,14,5,5,1,3,0,1
Paris SG,Lille,0,0,D,0,0,D,12,5,4,0,13,10,3,2,2,3,0,0
Reims,Bastia,0,1,A,0,0,D,13,13,5,3,25,17,3,5,5,3,0,0
Lyon,Caen,4,1,H,3,0,H,20,15,8,6,14,12,5,7,3,5,0,0
Nice,Marseille,1,1,D,0,1,A,9,11,3,6,14,14,0,6,1,2,0,0
St Etienne,Monaco,1,1,D,0,0,D,19,8,6,2,8,11,12,6,0,1,0,0
Bordeaux,Nice,0,0,D,0,0,D,15,10,2,2,6,8,7,5,0,2,0,0
Angers,Montpellier,2,3,A,0,3,A,13,12,4,5,14,17,1,6,0,1,0,0
Lorient,Guingamp,4,3,H,1,2,A,26,14,9,7,15,6,6,5,4,1,0,0
Monaco,Troyes,3,1,H,2,0,H,16,14,8,7,10,12,5,7,2,0,0,0
Paris SG,Reims,4,1,H,3,1,H,15,10,6,3,8,11,9,5,2,0,0,0
Toulouse,Ajaccio GFCO,1,1,D,0,0,D,13,9,3,2,13,18,5,3,1,2,0,1
Caen,Rennes,1,0,H,0,0,D,10,7,5,1,13,15,8,2,1,1,0,0
Lille,Lyon,1,0,H,1,0,H,9,11,2,3,17,20,8,7,5,3,0,2
Marseille,St Etienne,1,1,D,0,0,D,8,15,2,1,15,21,9,6,0,1,1,0
Nice,Bastia,0,2,A,0,0,D,10,10,5,4,15,19,5,1,3,5,1,0
Guingamp,Angers,2,2,D,1,1,D,15,8,3,2,11,16,8,0,3,3,0,1
Montpellier,Lille,3,0,H,0,0,D,10,6,5,2,14,19,3,3,1,3,0,0
Reims,Bordeaux,4,1,H,2,0,H,15,6,7,1,16,16,7,1,2,2,0,0
Toulouse,Rennes,1,2,A,0,0,D,6,18,1,5,19,9,4,5,2,0,0,0
Troyes,Lorient,0,1,A,0,1,A,12,19,6,7,6,9,5,7,2,1,1,0
Lyon,Paris SG,2,1,H,2,0,H,14,6,7,3,21,14,6,2,3,5,0,0
Nantes,Monaco,0,0,D,0,0,D,14,4,4,1,13,15,8,3,1,1,0,0
St Etienne,Caen,1,2,A,0,0,D,16,16,4,6,9,11,4,3,2,1,0,0
Caen,Monaco,2,2,D,0,0,D,14,9,6,3,11,13,4,2,1,4,0,0
Angers,St Etienne,0,0,D,0,0,D,7,7,1,1,8,15,4,5,4,3,0,0
Bastia,Lorient,0,0,D,0,0,D,24,2,7,1,15,12,8,2,3,4,0,0
Bordeaux,Ajaccio GFCO,1,1,D,1,0,H,12,4,3,2,13,13,3,2,2,2,0,0
Lille,Reims,2,0,H,0,0,D,8,9,5,5,15,22,2,6,2,2,0,1
Nice,Troyes,2,1,H,1,1,D,18,10,7,4,6,11,7,4,1,1,0,0
Paris SG,Montpellier,0,0,D,0,0,D,7,6,5,0,11,8,5,4,0,1,0,0
Lyon,Guingamp,5,1,H,3,1,H,16,11,9,5,13,10,6,3,2,3,0,0
Marseille,Toulouse,1,1,D,0,0,D,20,18,8,7,12,13,9,3,2,1,0,0
Rennes,Nantes,4,1,H,4,0,H,11,11,7,6,10,16,2,3,1,2,1,0
Ajaccio GFCO,Marseille,1,1,D,0,0,D,17,6,6,5,24,17,7,3,2,2,0,0
Bastia,Nantes,0,0,D,0,0,D,5,8,1,2,13,18,6,1,1,4,0,0
Monaco,Reims,2,2,D,2,1,H,12,9,7,4,15,11,10,7,2,2,0,0
Ajaccio GFCO,Caen,1,0,H,0,0,D,19,9,4,4,10,6,4,4,0,0,0,0
Bastia,Lille,1,2,A,0,1,A,10,9,1,4,18,11,5,4,2,3,0,0
Guingamp,St Etienne,2,0,H,2,0,H,8,13,3,2,10,14,4,9,0,2,0,0
Lorient,Marseille,1,1,D,1,0,H,15,10,10,2,14,12,7,5,1,2,0,0
Montpellier,Nice,0,2,A,0,0,D,11,10,6,3,17,11,4,4,2,1,0,0
Toulouse,Bordeaux,4,0,H,1,0,H,20,13,11,2,20,19,3,3,3,3,0,1
Nantes,Angers,2,0,H,0,0,D,11,6,7,0,15,11,6,0,2,3,0,0
Rennes,Lyon,2,2,D,0,1,A,13,17,4,7,16,11,2,8,5,4,0,0
Troyes,Paris SG,0,9,A,0,3,A,16,22,3,15,9,7,5,8,1,0,1,0
Marseille,Rennes,2,5,A,1,3,A,14,12,5,8,8,17,11,3,2,1,0,0
Angers,Lorient,5,1,H,3,1,H,23,6,10,2,12,17,6,2,1,4,0,0
Caen,Troyes,2,1,H,1,1,D,23,4,6,2,15,8,7,2,1,2,0,0
Lille,Toulouse,1,0,H,1,0,H,6,10,2,3,8,13,3,3,3,3,0,0
Lyon,Nantes,2,0,H,0,0,D,8,7,4,1,12,14,3,2,1,2,0,0
Reims,Guingamp,0,1,A,0,1,A,19,2,3,2,16,10,7,1,4,2,0,0
St Etienne,Montpellier,3,0,H,0,0,D,9,7,4,1,14,13,5,7,1,3,0,0
Bordeaux,Bastia,1,1,D,0,0,D,12,8,4,4,10,13,6,3,2,2,0,0
Nice,Ajaccio GFCO,3,0,H,1,0,H,10,12,5,2,3,10,3,5,1,2,0,0
Paris SG,Monaco,0,2,A,0,0,D,23,12,4,5,7,6,10,2,1,1,0,0
Monaco,Bordeaux,1,2,A,0,1,A,15,10,5,4,18,17,8,3,1,1,0,0
Ajaccio GFCO,St Etienne,0,2,A,0,1,A,17,7,5,4,13,11,7,6,1,0,0,0
Guingamp,Montpellier,2,2,D,1,1,D,10,12,3,4,15,16,6,5,2,2,0,0
Paris SG,Nice,4,1,H,2,1,H,13,6,7,4,12,9,7,6,1,0,0,0
Rennes,Reims,3,1,H,2,0,H,10,10,5,4,15,16,2,6,1,0,0,0
Toulouse,Caen,2,0,H,1,0,H,7,6,1,1,13,20,4,5,1,1,0,0
Troyes,Angers,0,1,A,0,0,D,12,17,7,3,12,14,5,4,1,1,0,0
Bastia,Marseille,2,1,H,0,0,D,6,7,1,2,19,20,6,2,3,2,0,1
Lorient,Lyon,1,3,A,1,1,D,8,17,2,7,7,14,6,3,0,0,0,0
Nantes,Lille,0,3,A,0,1,A,13,11,6,7,12,11,8,4,2,1,0,0
Montpellier,Lyon,0,2,A,0,2,A,7,14,2,8,15,9,4,1,1,2,0,0
Angers,Ajaccio GFCO,0,0,D,0,0,D,7,2,1,1,9,26,2,6,1,5,0,0
Caen,Lorient,1,2,A,0,1,A,18,17,4,7,10,10,6,5,1,0,0,0
Guingamp,Paris SG,0,2,A,0,0,D,8,13,2,6,17,10,9,4,1,0,0,0
Reims,Nantes,2,1,H,1,0,H,10,14,4,5,10,14,5,4,2,3,0,1
St Etienne,Troyes,1,0,H,0,0,D,16,9,7,1,13,12,10,5,2,2,0,0
Toulouse,Bastia,4,0,H,0,0,D,11,4,7,1,14,16,2,2,1,0,0,1
Lille,Monaco,4,1,H,1,0,H,8,7,4,4,12,14,3,4,1,2,1,1
Marseille,Bordeaux,0,0,D,0,0,D,7,9,4,3,13,11,9,5,2,2,0,0
Nice,Rennes,3,0,H,2,0,H,12,8,8,3,7,11,2,7,0,0,0,0
Lyon,Nice,1,1,D,0,1,A,14,6,3,2,16,20,5,3,2,2,1,0
Ajaccio GFCO,Lille,2,4,A,1,1,D,13,13,4,5,14,9,1,6,2,2,1,0
Bastia,St Etienne,0,1,A,0,0,D,16,9,2,4,11,16,3,4,3,2,0,0
Bordeaux,Angers,1,3,A,0,0,D,16,4,4,4,14,15,9,0,2,2,0,1
Lorient,Toulouse,1,1,D,0,0,D,11,11,4,2,16,15,2,2,1,2,0,0
Paris SG,Caen,6,0,H,2,0,H,22,15,10,8,11,8,4,3,0,0,0,0
Troyes,Reims,2,1,H,0,0,D,21,15,12,4,18,10,10,7,2,3,0,0
Monaco,Marseille,2,1,H,0,0,D,14,7,4,2,16,14,7,1,1,0,0,0
Nantes,Montpellier,0,2,A,0,1,A,9,11,0,5,14,14,6,7,1,2,0,0
Rennes,Guingamp,0,3,A,0,0,D,9,12,3,7,12,6,6,3,3,2,0,0
Nice,Reims,2,0,H,1,0,H,10,10,5,4,11,14,10,4,1,3,0,0
Toulouse,Lyon,2,3,A,0,0,D,9,11,5,3,13,18,5,2,2,3,0,0
Ajaccio GFCO,Bastia,3,2,H,2,1,H,8,17,5,7,21,13,2,4,4,2,0,0
Guingamp,Caen,1,1,D,0,1,A,11,12,2,5,11,14,9,0,1,0,1,1
Marseille,Nantes,1,1,D,0,1,A,7,7,3,3,14,23,4,2,1,3,1,0
Montpellier,Troyes,4,1,H,3,1,H,15,17,7,7,7,6,4,7,0,2,1,0
Rennes,Monaco,1,1,D,0,1,A,11,10,3,6,12,19,9,6,1,3,0,0
St Etienne,Lorient,2,0,H,0,0,D,12,9,5,1,14,9,4,5,2,1,0,0
Lille,Angers,0,0,D,0,0,D,12,7,3,4,12,18,9,3,1,4,0,0
Paris SG,Rennes,4,0,H,0,0,D,27,9,12,2,6,8,5,2,1,1,0,0
Caen,Bastia,0,0,D,0,0,D,14,7,5,2,9,13,4,3,1,3,0,0
Lorient,Lille,0,1,A,0,0,D,13,14,3,5,13,14,5,6,1,2,0,0
Lyon,Ajaccio GFCO,2,1,H,2,0,H,6,5,2,2,11,20,5,0,1,2,0,0
Monaco,Guingamp,3,2,H,2,0,H,16,8,8,4,14,15,5,4,2,1,0,0
Nantes,Nice,1,0,H,0,0,D,18,5,4,2,9,12,7,6,1,1,0,0
Reims,Montpellier,2,3,A,0,1,A,15,10,7,5,12,12,9,9,2,1,0,0
St Etienne,Toulouse,0,0,D,0,0,D,9,9,0,7,21,17,2,6,2,2,1,0
Troyes,Bordeaux,2,4,A,0,2,A,18,13,7,9,11,9,9,3,4,1,0,0
Angers,Marseille,0,1,A,0,1,A,12,12,1,4,14,13,2,3,2,4,0,0
Ajaccio GFCO,Paris SG,0,4,A,0,1,A,7,9,1,6,9,11,3,3,1,1,0,0
Bastia,Angers,1,0,H,1,0,H,9,11,6,2,16,15,6,5,1,1,0,0
Bordeaux,Lorient,3,0,H,2,0,H,11,10,7,2,16,9,7,4,0,1,0,0
Lille,Guingamp,0,0,D,0,0,D,28,2,7,0,15,22,11,3,1,4,0,0
Lyon,Monaco,6,1,H,4,1,H,23,11,15,1,9,15,7,4,0,3,0,1
Marseille,Reims,1,0,H,0,0,D,21,14,8,2,15,9,7,4,2,1,0,0
Montpellier,Rennes,2,0,H,0,0,D,17,10,5,2,9,5,8,3,0,0,0,0
Nantes,Caen,1,2,A,0,2,A,15,9,5,3,9,10,6,1,2,2,0,0
Nice,St Etienne,2,0,H,0,0,D,11,2,4,1,11,14,5,3,2,3,0,2
Toulouse,Troyes,1,0,H,0,0,D,14,3,4,1,10,21,9,2,2,3,0,0
Bordeaux,Paris SG,1,1,D,0,0,D,8,9,3,2,11,7,5,3,1,2,0,0
Angers,Toulouse,2,3,A,1,0,H,6,14,2,7,17,14,2,8,4,1,0,0
Caen,Bordeaux,1,0,H,1,0,H,10,11,4,5,15,15,4,6,1,4,0,0
Guingamp,Nice,2,3,A,1,2,A,15,10,3,3,9,10,4,2,2,1,0,0
Lorient,Ajaccio GFCO,1,0,H,1,0,H,8,18,4,3,9,11,1,5,1,1,0,0
Monaco,Montpellier,2,0,H,2,0,H,15,10,7,4,16,15,5,7,3,1,0,0
Paris SG,Nantes,4,0,H,2,0,H,20,13,13,3,10,8,10,4,1,1,0,0
Reims,Lyon,4,1,H,2,0,H,14,9,6,3,21,14,0,4,4,2,0,0
Rennes,Bastia,1,2,A,0,1,A,17,9,8,5,5,15,8,2,3,5,0,0
St Etienne,Lille,0,1,A,0,1,A,12,12,3,6,14,12,7,3,1,2,0,0
Troyes,Marseille,1,1,D,1,0,H,9,19,4,6,8,7,5,13,2,1,0,0
Bastia,Paris SG,0,1,A,0,0,D,10,9,0,6,15,16,2,6,3,3,0,0
Monaco,Guingamp,2,2,D,0,2,A,18,9,4,5,14,15,8,2,3,4,0,0
Bordeaux,St Etienne,3,2,H,1,0,H,10,14,6,5,9,20,3,6,1,2,0,0
Caen,Lorient,3,2,H,2,2,D,15,8,6,2,13,9,10,2,1,2,0,1
Dijon,Nantes,0,1,A,0,0,D,6,10,2,3,6,11,3,4,0,2,0,0
Metz,Lille,3,2,H,0,1,A,7,13,3,4,13,9,4,5,2,2,0,0
Montpellier,Angers,1,0,H,1,0,H,14,12,3,2,9,12,7,2,1,2,0,0
Marseille,Toulouse,0,0,D,0,0,D,10,6,2,2,14,12,9,6,3,1,0,0
Nancy,Lyon,0,3,A,0,2,A,11,9,1,7,18,14,4,4,4,2,0,0
Nice,Rennes,1,0,H,0,0,D,7,19,1,4,12,9,4,8,0,1,0,0
Lyon,Caen,2,0,H,1,0,H,21,7,7,1,17,14,13,3,3,4,0,0
Angers,Nice,0,1,A,0,1,A,21,14,6,8,11,10,10,3,1,2,0,0
Lille,Dijon,1,0,H,0,0,D,10,7,3,2,12,15,6,5,1,2,0,0
Lorient,Bastia,0,3,A,0,2,A,10,16,3,7,15,11,2,5,2,4,2,0
Nantes,Monaco,0,1,A,0,1,A,8,8,2,3,15,18,10,3,2,4,0,0
Rennes,Nancy,2,0,H,1,0,H,9,8,3,1,11,8,3,7,4,2,0,0
Toulouse,Bordeaux,4,1,H,2,0,H,11,9,5,2,19,14,3,6,1,3,0,1
Guingamp,Marseille,2,1,H,1,0,H,14,8,4,3,9,15,4,6,0,1,0,0
Paris SG,Metz,3,0,H,0,0,D,29,11,8,6,10,6,15,2,1,1,0,0
St Etienne,Montpellier,3,1,H,0,1,A,14,13,5,3,9,12,4,6,1,1,0,0
Marseille,Lorient,2,0,H,1,0,H,13,10,8,5,15,11,3,4,1,1,0,0
Caen,Bastia,2,0,H,0,0,D,17,5,4,1,15,20,5,2,1,5,0,0
Dijon,Lyon,4,2,H,2,2,D,8,25,5,9,11,9,2,10,2,2,0,0
Metz,Angers,2,0,H,1,0,H,7,23,2,7,9,11,5,9,2,2,0,0
Montpellier,Rennes,1,1,D,1,0,H,11,12,5,2,13,16,4,4,1,2,0,0
Nancy,Guingamp,0,2,A,0,0,D,19,14,3,6,9,10,5,3,2,1,0,0
Nice,Lille,1,1,D,1,1,D,13,8,6,3,13,13,4,6,2,2,0,0
Bordeaux,Nantes,1,0,H,1,0,H,9,16,7,6,16,16,4,8,2,1,0,0
Monaco,Paris SG,3,1,H,2,0,H,9,6,2,2,9,10,2,7,1,2,0,0
St Etienne,Toulouse,0,0,D,0,0,D,16,9,3,2,9,16,7,4,2,1,0,0
Paris SG,St Etienne,1,1,D,0,0,D,15,5,4,2,11,13,4,1,2,4,0,0
Angers,Dijon,3,1,H,1,1,D,13,7,7,2,13,9,6,1,1,2,1,1
Bastia,Toulouse,2,1,H,1,0,H,5,8,4,3,15,21,5,1,4,4,0,0
Guingamp,Montpellier,1,1,D,1,1,D,12,5,4,2,14,14,7,3,1,1,0,0
Lille,Monaco,1,4,A,0,2,A,6,9,3,6,19,13,8,1,3,1,0,0
Lorient,Nancy,0,2,A,0,1,A,9,7,2,3,11,20,8,3,0,5,0,0
Lyon,Bordeaux,1,3,A,1,1,D,11,10,4,6,14,7,4,4,2,1,1,0
Nantes,Metz,0,3,A,0,2,A,13,10,3,4,8,19,8,3,1,4,0,0
Nice,Marseille,3,2,H,1,1,D,18,14,7,5,10,15,6,3,2,3,0,0
Rennes,Caen,2,0,H,0,0,D,5,8,4,4,12,7,2,8,2,1,0,0
Caen,Paris SG,0,6,A,0,4,A,13,21,1,7,9,10,4,3,1,1,0,0
Bordeaux,Angers,0,1,A,0,1,A,10,5,4,5,9,17,3,5,0,4,1,0
Dijon,Metz,0,0,D,0,0,D,16,7,6,3,15,18,8,3,4,3,0,1
Lorient,Lille,1,0,H,0,0,D,9,10,4,0,12,10,4,2,2,2,0,0
Monaco,Rennes,3,0,H,1,0,H,17,5,7,3,13,10,3,4,1,1,0,0
Nancy,Nantes,1,1,D,0,0,D,9,14,2,5,10,18,2,2,0,0,0,0
Toulouse,Guingamp,2,1,H,0,0,D,13,5,5,3,18,11,8,1,4,3,0,1
Marseille,Lyon,0,0,D,0,0,D,13,14,2,1,16,12,6,1,3,2,0,0
Montpellier,Nice,1,1,D,0,0,D,15,9,5,4,18,12,6,3,1,1,0,0
St Etienne,Bastia,1,0,H,0,0,D,13,9,3,3,19,11,4,4,2,4,0,0
Lille,Toulouse,1,2,A,1,1,D,19,7,5,2,13,21,5,3,2,5,0,0
Paris SG,Dijon,3,0,H,2,0,H,8,8,4,4,8,7,5,4,1,0,0,0
Angers,Caen,2,1,H,1,0,H,13,6,5,1,12,11,1,4,0,1,0,0
Bastia,Nancy,0,0,D,0,0,D,10,4,5,2,12,19,5,3,0,0,0,0
Guingamp,Lorient,1,0,H,0,0,D,8,13,4,3,10,14,4,7,1,2,0,0
Lyon,Montpellier,5,1,H,2,1,H,16,8,8,2,10,15,11,1,0,1,0,1
Metz,Bordeaux,0,3,A,0,1,A,12,20,4,7,16,4,1,6,2,0,0,0
Nantes,St Etienne,0,0,D,0,0,D,17,6,6,0,16,14,6,2,4,0,0,1
Nice,Monaco,4,0,H,2,0,H,9,17,7,7,12,16,2,6,1,1,0,1
Rennes,Marseille,3,2,H,1,1,D,13,8,5,4,11,24,4,4,1,1,0,1
Toulouse,Paris SG,2,0,H,0,0,D,11,12,3,3,12,11,3,7,3,1,0,1
Bastia,Guingamp,1,0,H,0,0,D,11,3,6,3,17,17,5,1,1,1,1,1
Bordeaux,Caen,0,0,D,0,0,D,12,13,2,4,7,16,4,5,0,2,0,0
Dijon,Rennes,3,0,H,2,0,H,15,19,5,4,7,12,7,3,1,1,0,0
Lorient,Lyon,1,0,H,0,0,D,11,18,2,8,13,8,3,8,2,1,0,0
Monaco,Angers,2,1,H,0,0,D,13,11,4,4,10,9,12,7,1,1,0,0
Montpellier,Metz,0,1,A,0,1,A,16,4,2,3,14,20,7,5,2,3,0,0
Marseille,Nantes,2,1,H,1,1,D,14,13,5,4,13,17,5,5,1,3,0,0
Nancy,Nice,0,1,A,0,0,D,15,13,0,4,17,16,6,2,3,1,0,0
St Etienne,Lille,3,1,H,0,0,D,9,12,3,3,17,15,4,5,3,1,0,1
